,s_r_x,shoulder_right,s_r_z,e_r_x,elbow_right,e_r_z,w_r_x,wrist_right,w_r_z,h_r_x,hand_right,h_r_z,ht_x,handtip_right,ht_z,t_r_x,thumb_right,t_r_z
frame,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
89,27.585,-27.8129,1570.66,-251.123,17.8079,1531.79,-428.907,-116.006,1447.91,-448.174,-218.556,1436.44,-469.262,-291.121,1512.94,-427.82,-239.791,1363.9
90,27.7856,-33.4169,1570.77,-253.242,-19.0935,1534.91,-393.698,-161.057,1408,-407.534,-259.912,1438.76,-436.269,-340.405,1503.14,-381.943,-307.239,1382.44
91,27.8165,-37.1659,1571.07,-253.484,-33.8931,1535.58,-374.426,-188.098,1403.16,-382.78,-289.973,1424.44,-398.739,-378,1483.06,-369.824,-330.124,1359
92,26.5891,-40.3075,1573.16,-254.681,-43.6305,1530.75,-338.032,-220.738,1396.62,-334.587,-324.271,1381.1,-325.456,-371.455,1477.04,-317.115,-337.63,1306.15
93,27.0749,-43.6101,1572.43,-252.072,-58.8235,1529.13,-304.628,-246.456,1396.02,-277.902,-345.619,1378.6,-272.387,-386.446,1477.04,-248.865,-351.17,1306.77
94,27.0449,-45.5553,1571.49,-249.989,-62.9906,1527.81,-281.16,-254.364,1396.11,-233.45,-346.147,1398.45,-231.913,-414.734,1479.25,-184.248,-349.793,1339.13
95,27.6438,-46.4015,1570.08,-246.705,-64.8998,1526.98,-263.897,-257.658,1398.71,-230.533,-352.264,1419.69,-270.884,-366.091,1515.63,-172.41,-368.536,1372.82
96,27.8728,-48.9769,1570.48,-244.714,-75.9262,1522.3,-224.973,-269.183,1395.48,-172.829,-337.52,1451.15,-146.868,-394.718,1535.17,-117.478,-367.155,1407.67
97,27.9258,-53.9423,1572.74,-244.163,-79.4119,1521.56,-191.094,-265.041,1393.06,-126.557,-333.228,1433.89,-102.196,-398.518,1512.26,-63.7078,-336.142,1390.65
98,29.1383,-52.6474,1570.72,-241.53,-83.5679,1516.98,-179.2,-277.145,1406.1,-116.696,-342.895,1453.27,-37.0588,-410.039,1442.28,-49.2783,-342.117,1417.67
99,28.1949,-54.6063,1572.22,-240.098,-93.1889,1510.14,-144.47,-277.822,1407.33,-87.216,-338.659,1466.54,-2.00473,-344.445,1405.65,-13.9527,-329.637,1447.03
100,27.4778,-57.5874,1570.75,-242.204,-91.9536,1509.13,-125.851,-268.361,1412.11,-75.6649,-324.055,1482.22,8.86311,-322.33,1419.7,-0.463575,-316.246,1470.3
101,27.4557,-58.1284,1570.38,-242.214,-87.6034,1505.72,-122.709,-270.048,1424.81,-46.0166,-321.597,1469.59,17.1157,-298.347,1388.73,20.2276,-297.878,1439.39
102,27.0489,-59.1056,1569.35,-241.685,-87.5358,1500.45,-100.618,-256.975,1426.24,-46.4853,-280.65,1510.23,43.6157,-280.664,1455.94,26.6529,-261.323,1498.37
103,27.0752,-58.48,1570.29,-240.954,-88.8785,1500.35,-97.4804,-256.65,1427.53,-35.89,-276.635,1507.13,49.7591,-276.935,1446.19,35.464,-256.275,1488.46
104,26.0821,-56.7284,1568.34,-240.087,-87.9579,1492.86,-87.7682,-244.034,1413.01,-18.0681,-263.835,1485.53,79.6091,-273.289,1448.12,50.4423,-241.155,1460.31
105,24.9473,-57.7643,1566.24,-244.039,-89.1902,1497.21,-74.6596,-237.306,1436.23,-0.744648,-265.635,1501.99,95.3088,-261.74,1458.72,65.6203,-234.753,1478.95
106,24.0251,-55.5471,1565.17,-244.152,-86.6843,1491.89,-68.2843,-234.528,1451.08,10.769,-258.248,1512.71,107.207,-255.301,1469.98,74.3319,-225.458,1484.7
107,24.0643,-55.4297,1565.26,-244.014,-86.6358,1491.78,-68.0457,-234.364,1451.13,11.0061,-257.942,1512.8,107.456,-254.893,1470.14,74.5276,-225.081,1484.81
108,24.0655,-55.4248,1565.27,-244.009,-86.6334,1491.77,-68.0356,-234.357,1451.14,11.0085,-257.934,1512.82,107.462,-254.879,1470.16,74.5324,-225.07,1484.83
109,23.2613,-54.8434,1565.51,-245.27,-82.3517,1489.05,-59.7246,-218.475,1446.49,10.1874,-260.062,1510.17,103.878,-229.408,1471.67,75.6097,-219.795,1504.45
110,23.2613,-54.8434,1565.51,-245.27,-82.3517,1489.05,-59.7246,-218.475,1446.49,10.1874,-260.062,1510.17,103.878,-229.408,1471.67,75.6097,-219.795,1504.45
111,23.2613,-54.8434,1565.51,-245.27,-82.3517,1489.05,-59.7246,-218.475,1446.49,10.1874,-260.062,1510.17,103.878,-229.408,1471.67,75.6097,-219.795,1504.45
112,23.2607,-54.8427,1565.51,-245.27,-82.3517,1489.05,-59.723,-218.473,1446.49,10.1925,-260.058,1510.17,103.881,-229.402,1471.67,75.6134,-219.788,1504.45
113,23.2609,-54.8426,1565.51,-245.269,-82.3518,1489.05,-59.7222,-218.473,1446.49,10.1938,-260.057,1510.16,103.882,-229.401,1471.67,75.6144,-219.787,1504.45
114,23.2209,-54.7914,1565.88,-245.301,-82.4079,1489.46,-59.6824,-218.542,1447.3,9.6545,-260.349,1511.46,103.589,-229.684,1473.58,75.1933,-220.2,1506.3
115,23.2207,-54.7884,1565.9,-245.292,-82.418,1489.46,-59.6604,-218.548,1447.35,9.62729,-260.371,1511.55,103.597,-229.722,1473.75,75.1745,-220.231,1506.44
116,23.2203,-54.7875,1565.9,-245.291,-82.4185,1489.46,-59.658,-218.549,1447.36,9.62083,-260.376,1511.57,103.597,-229.729,1473.78,75.1697,-220.237,1506.47
117,23.0532,-54.5933,1566.58,-244.961,-82.7084,1488.75,-58.6716,-218.537,1448.83,8.33146,-261.053,1514.95,103.38,-230.311,1480.08,74.1667,-221.177,1512.2
118,23.049,-54.5875,1566.59,-244.934,-82.7326,1488.67,-58.6032,-218.534,1448.86,8.28683,-261.079,1515.07,103.367,-230.299,1480.32,74.1307,-221.211,1512.44
119,22.308,-53.4043,1565.33,-245.173,-86.0102,1485.62,-51.9819,-213.79,1449.68,5.34902,-262.447,1520.76,100.813,-223.895,1495.55,71.1236,-223.262,1530.31
120,22.3061,-53.402,1565.32,-245.174,-86.0064,1485.62,-51.9847,-213.783,1449.66,5.38786,-262.425,1520.71,100.834,-223.865,1495.44,71.1625,-223.23,1530.22
121,22.3059,-53.402,1565.32,-245.174,-86.0061,1485.61,-51.9849,-213.783,1449.65,5.38861,-262.424,1520.71,100.834,-223.864,1495.44,71.1632,-223.23,1530.22
122,22.3059,-53.4019,1565.32,-245.174,-86.006,1485.61,-51.985,-213.783,1449.65,5.38961,-262.424,1520.71,100.835,-223.863,1495.44,71.1642,-223.229,1530.22
123,22.3057,-53.4018,1565.32,-245.174,-86.0056,1485.61,-51.9854,-213.782,1449.65,5.39042,-262.423,1520.7,100.835,-223.862,1495.44,71.1651,-223.228,1530.22
124,22.3057,-53.4018,1565.32,-245.174,-86.0056,1485.61,-51.9854,-213.782,1449.65,5.39042,-262.423,1520.7,100.835,-223.862,1495.44,71.1651,-223.228,1530.22
125,22.3057,-53.4018,1565.32,-245.174,-86.0056,1485.61,-51.9854,-213.782,1449.65,5.39042,-262.423,1520.7,100.835,-223.862,1495.44,71.1651,-223.228,1530.22
126,22.0819,-53.3431,1564.75,-245.347,-85.7526,1484.87,-52.2988,-213.481,1448.1,6.62173,-261.655,1518.18,101.516,-223.001,1491.08,72.4208,-222.193,1526.27
127,20.0023,-52.3286,1564.85,-248.408,-88.0426,1489.12,-52.436,-210.772,1449.88,9.15395,-261.73,1515.67,102.232,-217.946,1489.83,73.8176,-220.738,1525.59
128,19.992,-52.3154,1564.97,-248.419,-88.0089,1489.22,-52.4456,-210.779,1450.09,8.98426,-261.789,1516,102.08,-217.964,1490.28,73.6507,-220.834,1526.06
129,19.991,-52.3158,1564.96,-248.419,-88.0068,1489.2,-52.444,-210.777,1450.09,8.96895,-261.798,1516,102.067,-217.969,1490.3,73.636,-220.848,1526.08
130,19.9906,-52.3159,1564.96,-248.419,-88.0063,1489.2,-52.4443,-210.777,1450.09,8.96773,-261.798,1516,102.066,-217.969,1490.3,73.6348,-220.849,1526.08
131,19.9906,-52.3159,1564.96,-248.419,-88.0063,1489.2,-52.4443,-210.777,1450.09,8.96773,-261.798,1516,102.066,-217.969,1490.3,73.6348,-220.849,1526.08
132,19.9906,-52.3159,1564.96,-248.419,-88.0063,1489.2,-52.4443,-210.777,1450.09,8.96773,-261.798,1516,102.066,-217.969,1490.3,73.6348,-220.849,1526.08
133,20.6416,-53.6019,1562.15,-249.176,-82.3584,1490.53,-57.6975,-208.266,1442.74,9.90304,-261.575,1499.9,106.054,-218.461,1489.78,70.0145,-216.018,1515.68
134,20.6386,-53.5994,1562.14,-249.183,-82.3474,1490.53,-57.7112,-208.256,1442.72,9.93526,-261.545,1499.84,106.046,-218.365,1489.63,70.0484,-215.975,1515.58
135,20.6369,-53.5974,1562.14,-249.187,-82.3391,1490.54,-57.7204,-208.249,1442.71,9.95871,-261.524,1499.8,106.043,-218.3,1489.52,70.0731,-215.945,1515.5
136,20.6369,-53.5974,1562.14,-249.187,-82.3391,1490.54,-57.7204,-208.249,1442.71,9.95871,-261.524,1499.8,106.043,-218.3,1489.52,70.0731,-215.945,1515.5
137,20.6369,-53.5974,1562.14,-249.187,-82.3391,1490.54,-57.7204,-208.249,1442.71,9.95871,-261.524,1499.8,106.043,-218.3,1489.52,70.0731,-215.945,1515.5
138,20.5307,-51.9093,1561.96,-248.626,-80.341,1487.09,-55.2742,-206.482,1447.41,3.20621,-264.899,1509.54,99.0886,-220.229,1503.9,64.4417,-223.579,1531.63
139,20.5574,-52.1285,1560.12,-249.125,-77.5491,1488.9,-59.869,-206.39,1442.35,7.72953,-260.701,1498.18,102.819,-217.774,1481.53,69.7551,-217.028,1510.82
140,20.5919,-52.1929,1560.68,-249.488,-78.5173,1490.42,-58.4024,-206.159,1447.23,8.5002,-264.471,1499.93,101.286,-219.382,1476.74,72.9525,-223.894,1511.02
141,20.594,-52.194,1560.68,-249.485,-78.5224,1490.42,-58.3949,-206.164,1447.24,8.48582,-264.487,1499.96,101.279,-219.399,1476.8,72.9387,-223.917,1511.08
142,20.7755,-52.2053,1559.58,-248.901,-77.7613,1488.02,-57.7865,-204.877,1443.99,1.83593,-269.684,1497.74,97.6554,-231.11,1520.1,54.8668,-228.642,1535.44
143,20.7935,-52.2144,1559.62,-248.917,-77.7447,1488.16,-57.8665,-204.92,1444.02,1.88244,-269.751,1497.6,97.7542,-231.18,1519.75,55.003,-228.723,1535.19
144,20.7944,-52.9962,1559.15,-249.842,-73.6711,1489.34,-62.5382,-206.101,1444.27,3.05998,-270.847,1490.69,100.088,-232.82,1508.44,57.4394,-229.462,1526.07
145,19.3161,-51.879,1556.69,-252.695,-65.59,1487.71,-69.7887,-207.201,1450.09,-10.8748,-282.611,1489.4,85.252,-243.152,1510.23,46.2262,-250.486,1530.12
146,18.8466,-52.3717,1556.64,-253.686,-62.7845,1488.06,-75.3543,-210.095,1449.01,-27.0699,-293.926,1485.94,62.9352,-339.482,1518.75,29.9298,-270.899,1532.66
147,20.9507,-52.1151,1556.97,-251.366,-63.2237,1491.39,-88.6892,-221.852,1436.16,-64.6258,-305.486,1491.67,16.0362,-312.627,1559.66,-27.0774,-282.939,1554.96
148,22.8526,-52.649,1557.4,-249.79,-64.0363,1495.77,-100.167,-229.138,1426.42,-62.4456,-313.565,1471.81,3.42902,-348.858,1546.31,-46.5238,-296.911,1545.09
149,22.8588,-53.8903,1557.89,-249.359,-68.9674,1497.74,-125.453,-246.294,1411.49,-85.0934,-331.181,1453.13,-27.1912,-352.012,1538.6,-79.3211,-320.856,1528.87
150,20.2973,-52.0014,1560.5,-249.632,-72.2947,1489.21,-151.166,-267.299,1406.76,-129.165,-344.388,1471.55,-69.6663,-429.093,1492.38,-53.9129,-359.382,1467.11
151,20.9024,-51.6108,1559.52,-249.092,-75.951,1494.02,-170.867,-277.43,1407.95,-139.221,-340.859,1482.26,-130.453,-403.843,1566.06,-71.8406,-370.859,1461.67
152,21.6987,-52.4521,1560.09,-247.32,-77.5831,1492.32,-205.226,-282.623,1391.43,-205.473,-350.591,1468.25,-189.591,-446.151,1508.95,-145.593,-397.38,1459.58
153,22.3163,-50.5054,1559.69,-246.728,-82.8838,1498.7,-227.237,-284.905,1386.94,-241.809,-355.351,1459.64,-239.472,-450.694,1503.03,-182.309,-403.063,1459.52
154,20.1682,-49.783,1560.96,-249.459,-81.6336,1495.06,-266.898,-282.269,1377.78,-261.577,-360.703,1444.14,-263.726,-450.291,1499.6,-204.334,-407.039,1422.67
155,18.7234,-50.3792,1561.63,-252.143,-81.625,1496.24,-292.947,-278.598,1376.9,-289.505,-357.882,1442.94,-300.106,-440.818,1507.72,-252.109,-416.19,1409.34
156,18.0645,-49.7427,1561.79,-254.285,-76.9083,1499.79,-319.619,-262.555,1373.04,-322.862,-349.879,1428.2,-342.791,-441.373,1477.57,-316.241,-409.625,1379.99
157,17.965,-50.1512,1561.55,-256.298,-72.7256,1496.83,-335.146,-257.222,1372.93,-385.048,-342.306,1406.19,-331.319,-406.57,1340.2,-342.353,-404.605,1388.27
158,16.5669,-51.6068,1562.9,-258.753,-72.6593,1493.61,-365.349,-246.009,1371.22,-399.273,-326.469,1429.22,-383.02,-382.338,1338.97,-376.454,-393.048,1395.21
159,17.1654,-51.8461,1563.35,-257.369,-69.8875,1491.24,-375.907,-245.929,1385.2,-417.408,-328.336,1434.74,-431.358,-373.022,1338.21,-415.019,-389.963,1386.84
160,15.1487,-52.4478,1561.91,-261.043,-79.7643,1487.33,-410.738,-231.247,1377.27,-478.513,-307.753,1404.69,-510.992,-365.472,1318.87,-476.593,-364.031,1349.41
161,13.8265,-53.3507,1561.34,-262.441,-77.389,1483.39,-429.213,-216.734,1380.89,-476.306,-287.453,1444.39,-502.064,-291.065,1338.89,-507.451,-344.721,1399.6
162,13.7383,-53.5179,1561.99,-264.279,-75.1589,1482.75,-444.655,-201.02,1382.25,-511.223,-246.333,1452.32,-516.702,-291.731,1352.99,-534.476,-316.729,1423.34
163,13.809,-54.1925,1560.45,-263.216,-75.5852,1478.36,-458.331,-192.071,1396.09,-535.247,-218.788,1465.02,-542.434,-296.699,1388.72,-554.896,-294.902,1452.82
164,12.4396,-55.8697,1560.41,-267.427,-73.598,1473.79,-480.532,-164.344,1394.47,-549.555,-192.787,1472.62,-561.765,-235.568,1371.24,-589.397,-258.713,1448.94
165,10.4333,-55.6582,1559.39,-269.273,-70.1169,1468.76,-494.431,-146.76,1407.72,-558.905,-167.723,1492.29,-577.354,-194.121,1386.02,-614.344,-221.983,1469.58
166,9.3489,-54.5808,1555.03,-266.826,-65.4284,1466.49,-498.384,-109.333,1411.16,-558.895,-121.458,1498.41,-601.154,-182.528,1417.98,-603.458,-186.918,1489.5
167,11.9526,-53.7285,1554.13,-261.095,-53.0303,1464.06,-493.474,-78.3947,1410.41,-571.575,-105.078,1476.72,-592.592,-138.271,1375.63,-615.628,-160.947,1442.51
168,14.7285,-52.4209,1549.44,-255.223,-49.5371,1466.8,-484.826,-67.0328,1417.41,-562.786,-72.2887,1485.98,-636.364,-97.2062,1413.13,-619.959,-114.622,1455.18
169,17.5266,-49.0886,1549.39,-252.184,-40.317,1470.01,-480.963,-46.1354,1418.24,-559.642,-47.2456,1485.59,-640.302,-73.5516,1421.87,-616.451,-90.6373,1456.35
170,18.4504,-49.8923,1550.82,-252.793,-36.4749,1470.36,-485.413,-37.5036,1429.01,-571.764,-32.4732,1487.28,-630.664,-93.241,1422.06,-617.824,-92.2692,1468.54
171,16.6813,-49.6368,1547.46,-253.818,-28.545,1472.6,-485.268,-29.1768,1433.2,-576.924,-15.2497,1479.53,-674.785,-55.4135,1470.47,-616.883,-81.2708,1475.4
172,17.4633,-47.3522,1548.36,-251.255,-24.5388,1475.35,-481.584,-29.452,1440.14,-573.752,-4.85529,1478.66,-676.559,-27.6939,1474.64,-617.707,-67.7285,1478.91
173,18.5841,-47.6994,1547.88,-250.994,-23.507,1476.42,-482.128,-28.1356,1443.53,-574.769,-3.87485,1481.67,-676.651,-31.314,1477.54,-617.611,-67.6346,1484.34
174,18.3706,-47.15,1546.3,-251.171,-21.2691,1477.53,-481.711,-26.0167,1443.8,-573.081,-0.605673,1483.66,-674.711,-28.4581,1482.58,-615.875,-64.0389,1489.07
175,18.6263,-47.4057,1546.55,-250.978,-21.5987,1477.71,-481.562,-26.3123,1443.87,-572.975,-0.422522,1483.39,-673.184,-32.9023,1479.58,-615.995,-63.7105,1488.99
176,18.5468,-47.5639,1546.78,-251.189,-21.8798,1477.63,-481.838,-26.8975,1443.18,-572.957,-1.1179,1483.62,-665.427,-50.5179,1471.99,-615.731,-64.5651,1489.97
177,18.5529,-47.5164,1546.81,-250.979,-21.9253,1476.98,-481.442,-27.1602,1441.52,-573.144,-2.31542,1481.18,-663.538,-54.5767,1466.3,-615.692,-66.0225,1486.21
178,17.4963,-47.2852,1548.66,-252.604,-22.2446,1479.33,-482.813,-27.88,1440.4,-572.069,-11.1224,1489.2,-660.323,-63.5286,1464.33,-615.391,-74.3642,1483.41
179,17.261,-46.7025,1549.57,-253.196,-24.0936,1479.09,-483.48,-28.1268,1438.33,-572.264,-16.795,1489.8,-661.762,-69.534,1469.9,-612.599,-82.1011,1483.81
180,17.3077,-47.3934,1549.32,-253.442,-24.0396,1480.37,-483.55,-27.333,1438.73,-568.638,-19.4293,1496.66,-644.842,-81.1714,1457.09,-611.325,-82.6471,1486.29
181,17.0573,-46.905,1550.56,-253.673,-24.5223,1480.12,-484.218,-28.1409,1439.67,-567.954,-23.0293,1500.01,-643.835,-83.4271,1457.58,-611.12,-85.6126,1487.45
182,17.1578,-47.0964,1551.26,-253.847,-26.7521,1481.37,-484.039,-28.2178,1438.94,-568.914,-24.5959,1497.76,-642.471,-86.9713,1454.14,-610.482,-88.1648,1484.81
183,16.8479,-47.4653,1552.37,-253.111,-26.9094,1480.49,-482.977,-27.6833,1438.55,-571.759,-22.0549,1490.75,-652.285,-87.7965,1471.82,-605.505,-91.1543,1489.22
184,16.6425,-47.5988,1553.11,-253.818,-26.9366,1482.08,-483.785,-28.6535,1439.44,-571.544,-22.3372,1493.46,-647.294,-91.6321,1468.03,-606.811,-90.7315,1491.04
185,16.6425,-47.5988,1553.11,-253.818,-26.9366,1482.08,-483.785,-28.6535,1439.44,-571.544,-22.3372,1493.46,-647.294,-91.6321,1468.03,-606.811,-90.7315,1491.04
186,16.505,-47.2103,1555.19,-253.521,-27.0712,1482.94,-483.81,-30.1492,1442.87,-573.386,-21.6492,1493.4,-654.679,-85.8631,1472.35,-609.173,-89.7435,1491.48
187,15.5389,-47.0782,1554.91,-254.649,-27.017,1484.47,-484.414,-29.4648,1442.9,-570.776,-23.4605,1498.85,-648.892,-88.8609,1471.09,-608.188,-90.3832,1493.4
188,15.4507,-47.2909,1556.66,-254.828,-26.9932,1485.95,-484.827,-30.3238,1444.92,-573.462,-21.4097,1496.91,-662.643,-77.1243,1486.58,-609.137,-89.5446,1496.38
189,15.2591,-47.1438,1557.13,-255.047,-26.8029,1486.62,-485.068,-30.0312,1445.8,-573.722,-20.9676,1497.72,-661.619,-78.3572,1485.76,-609.463,-89.0617,1497.24
190,14.525,-47.5807,1557.42,-256.235,-26.433,1489.16,-486.523,-29.7774,1450.18,-578.707,-21.9147,1495.71,-672.328,-70.7859,1493.6,-610.68,-91.7853,1498.51
191,13.2331,-47.3879,1559.2,-257.672,-26.4902,1490.63,-488.221,-29.5884,1452.19,-581.633,-21.6101,1495.29,-679.966,-58.521,1507.19,-609.441,-92.4217,1506.81
192,12.6563,-47.7548,1559.95,-258.426,-26.4302,1492.12,-489.118,-29.1798,1454.39,-583.247,-21.4863,1495.98,-683.353,-52.9401,1508.82,-611.055,-92.3874,1506.99
193,11.7752,-47.3115,1560.98,-259.192,-26.0782,1492.94,-490.19,-28.9191,1457.51,-584.821,-22.2659,1498.06,-686.075,-44.9246,1518.17,-608.578,-93.0538,1516.59
194,11.8645,-47.2939,1561.22,-259.057,-25.9376,1493.09,-489.97,-28.4295,1457.16,-585.17,-21.2566,1496.26,-685.519,-49.8451,1513.04,-609.503,-91.8842,1514.63
195,11.842,-47.2513,1561.8,-259.128,-25.9028,1493.79,-490.072,-28.3086,1457.96,-585.367,-21.0322,1496.82,-684.943,-52.8169,1512.46,-609.759,-91.6192,1515.29
196,11.8281,-47.2539,1561.91,-259.171,-25.9107,1494.01,-490.137,-28.3066,1458.29,-585.421,-21.0005,1497.18,-684.931,-53.009,1512.79,-609.816,-91.577,1515.69
197,11.8078,-47.2593,1562.04,-259.212,-25.9203,1494.19,-490.193,-28.3043,1458.55,-585.472,-20.9732,1497.45,-684.934,-53.1519,1513.03,-609.873,-91.5416,1515.99
198,10.8924,-47.6651,1565.02,-260.842,-25.818,1497.16,-492.658,-26.6251,1462.89,-587.654,-20.6321,1503.39,-690.083,-38.6344,1523.73,-612.185,-92.039,1519.18
199,10.8904,-47.6679,1565.02,-260.849,-25.8142,1497.17,-492.67,-26.6137,1462.91,-587.664,-20.6092,1503.42,-690.083,-38.7093,1523.73,-612.201,-92.0132,1519.22
200,10.4173,-47.2111,1565.87,-261.904,-24.3984,1498.32,-494.558,-26.8599,1466.65,-591.548,-18.2358,1502.18,-689.697,-56.0058,1516.86,-615.182,-87.7387,1526.37
201,9.19828,-47.2723,1567.02,-263.335,-23.4677,1499.47,-496.303,-25.35,1468.28,-592.679,-15.2145,1505.37,-687.224,-61.8588,1518.93,-617.169,-84.4857,1529.62
202,7.76258,-48.985,1567.46,-264.368,-21.1615,1499.07,-497.399,-23.8962,1467.29,-594.041,-16.3628,1504.49,-697.401,-32.1451,1523.99,-617.813,-86.8792,1525.85
203,7.82861,-49.026,1567.53,-264.305,-21.2411,1499.07,-497.345,-23.9945,1467.23,-593.996,-16.4859,1504.43,-697.122,-34.246,1523.5,-617.757,-87.0152,1525.78
204,7.60421,-48.8075,1568.36,-264.775,-20.7788,1499.87,-497.971,-23.148,1467.52,-594.033,-14.7385,1506.28,-681.735,-74.5013,1514.78,-618.306,-85.1826,1527.61
205,7.98862,-49.8939,1568.88,-265.124,-20.8583,1500.12,-499.307,-23.7175,1469.68,-595.433,-15.163,1509.12,-696.528,-44.7157,1526.78,-620.061,-85.9088,1529.9
206,7.98757,-49.8924,1568.86,-265.118,-20.852,1500.08,-499.295,-23.7086,1469.6,-595.43,-15.1649,1509.02,-696.503,-44.8269,1526.63,-620.061,-85.9156,1529.78
207,7.98775,-49.8908,1568.85,-265.094,-20.7927,1499.98,-499.273,-23.6118,1469.46,-595.009,-14.6752,1509.76,-695.266,-46.7671,1527.78,-619.564,-85.2668,1531.15
208,6.00511,-48.9748,1569.46,-267.084,-21.0701,1500.69,-501.044,-23.6627,1469.39,-596.979,-16.073,1509.35,-698.743,-42.5613,1527.72,-621.482,-87.2566,1528.6
209,6.00511,-48.9748,1569.46,-267.084,-21.0701,1500.69,-501.044,-23.6627,1469.39,-596.979,-16.073,1509.35,-698.743,-42.5613,1527.72,-621.482,-87.2566,1528.6
210,4.82152,-49.6466,1570.63,-268.148,-20.7802,1500.32,-502.18,-24.0433,1467.37,-597.53,-15.8314,1508.93,-700.237,-37.7848,1528.76,-623.327,-87.2027,1526.07
211,4.90014,-49.5005,1569.94,-267.623,-20.9771,1500.12,-501.273,-24.3718,1468.02,-595.29,-15.8819,1511.95,-694.593,-51.6568,1527.31,-622.201,-87.188,1526.76
212,4.72462,-49.5024,1570.28,-267.749,-20.9803,1500.14,-501.069,-24.6598,1465.57,-595.018,-17.5484,1509.91,-697.4,-38.1293,1531.68,-621.227,-89.2752,1523.98
213,4.7076,-49.4729,1570.3,-267.77,-20.9544,1500.22,-501.087,-24.6496,1465.69,-595.055,-17.5863,1510,-697.344,-38.926,1531.44,-621.242,-89.324,1524.03
214,4.51104,-49.1474,1570.7,-267.867,-20.7185,1500.88,-501.064,-24.4506,1466.5,-595.193,-17.0786,1510.26,-695.252,-49.9002,1526.87,-621.429,-88.6722,1524.68
215,4.50426,-49.1513,1570.71,-267.888,-20.7258,1500.94,-501.095,-24.4632,1466.62,-595.201,-17.0901,1510.43,-695.044,-50.6855,1526.79,-621.424,-88.6832,1524.88
216,4.44202,-49.2772,1570.69,-267.977,-20.8402,1500.95,-501.217,-24.4849,1466.75,-595.523,-17.078,1510.14,-693.67,-56.4342,1523.73,-621.798,-88.664,1524.55
217,4.08985,-49.3564,1570.2,-268.399,-20.7904,1500.72,-501.74,-24.3901,1467.11,-595.916,-17.565,1510.89,-695.491,-52.1427,1526.92,-621.814,-89.3243,1525.15
218,4.02379,-49.3329,1570.32,-268.501,-20.7825,1500.97,-501.866,-24.4033,1467.51,-596.016,-17.5274,1511.34,-695.162,-53.5305,1526.89,-621.9,-89.2705,1525.71
219,3.77025,-49.1944,1569.36,-268.845,-20.8347,1500.19,-502.627,-24.4928,1469.66,-597.314,-17.8995,1512.38,-677.44,-88.2482,1513.14,-622.236,-89.6264,1528.46
220,3.76891,-49.1941,1569.36,-268.846,-20.8338,1500.19,-502.629,-24.491,1469.66,-597.315,-17.8967,1512.38,-677.471,-88.2107,1513.16,-622.237,-89.6232,1528.46
221,3.76205,-49.1924,1569.35,-268.853,-20.827,1500.19,-502.635,-24.4788,1469.66,-597.319,-17.8769,1512.39,-677.669,-87.9677,1513.29,-622.245,-89.6011,1528.47
222,0.659987,-49.8794,1568.41,-270.675,-21.0701,1499.78,-503.419,-23.924,1469.71,-597.124,-18.3421,1513.54,-699.701,-29.3042,1538.47,-622.638,-90.1351,1526.31
223,1.02347,-49.8958,1568.38,-270.325,-21.2169,1499.57,-503.056,-24.3425,1469.13,-596.858,-18.9986,1512.83,-698.977,-37.8046,1534.86,-622.149,-90.8658,1525.7
224,1.13763,-50.0477,1568.4,-270.218,-21.347,1499.35,-502.969,-24.4494,1468.63,-596.911,-19.1123,1512.08,-698.762,-40.8377,1532.75,-622.216,-90.9985,1524.93
225,1.07926,-49.9476,1568.38,-270.347,-21.1811,1499.72,-503.141,-24.2131,1469.47,-596.93,-18.851,1513.23,-697.807,-46.044,1532.08,-622.194,-90.724,1526.2
226,1.07932,-49.9477,1568.38,-270.347,-21.181,1499.72,-503.141,-24.213,1469.47,-596.93,-18.8513,1513.23,-697.807,-46.0457,1532.08,-622.194,-90.7243,1526.19
227,1.07948,-49.9476,1568.38,-270.347,-21.181,1499.72,-503.14,-24.213,1469.47,-596.93,-18.8513,1513.23,-697.807,-46.047,1532.08,-622.194,-90.7244,1526.19
228,1.07948,-49.9476,1568.38,-270.347,-21.181,1499.72,-503.14,-24.213,1469.47,-596.93,-18.8513,1513.23,-697.807,-46.047,1532.08,-622.194,-90.7244,1526.19
229,1.07948,-49.9476,1568.38,-270.347,-21.181,1499.72,-503.14,-24.213,1469.47,-596.93,-18.8513,1513.23,-697.807,-46.047,1532.08,-622.194,-90.7244,1526.19
230,1.32008,-49.5932,1566.78,-269.199,-20.871,1496.3,-500.384,-26.1317,1457.88,-593.753,-20.4188,1502.12,-688.322,-66.1391,1516.37,-617.519,-91.9342,1518.69
231,2.16429,-49.4563,1566.27,-268.809,-21.1014,1499.95,-498.669,-28.9796,1457.38,-592.507,-24.1064,1500.18,-679.069,-84.7594,1504.18,-616.888,-95.8059,1514.06
232,1.49646,-48.9571,1564.53,-270.161,-21.7754,1501.41,-497.887,-38.827,1451.55,-586.679,-41.3403,1504.05,-669.535,-106.277,1494.53,-613.852,-113.312,1502.82
233,1.15567,-49.7851,1565.68,-273.883,-20.4886,1502.64,-500.459,-55.6826,1444.14,-582.368,-69.0762,1507.57,-675.595,-121.609,1507.29,-613.689,-138.941,1493.24
