,s_r_x,shoulder_right,s_r_z,e_r_x,elbow_right,e_r_z,w_r_x,wrist_right,w_r_z,h_r_x,hand_right,h_r_z,ht_x,handtip_right,ht_z,t_r_x,thumb_right,t_r_z
frame,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
234,0.494331,-48.1363,1565.81,-276.647,-23.6853,1503.12,-500.477,-72.1772,1438.76,-571.327,-109.539,1506.67,-641.061,-138.848,1430.18,-618.542,-159.147,1468.7
235,0.566185,-46.6024,1566.29,-278.053,-29.4442,1505.37,-495.076,-106.284,1443.74,-564.958,-155.287,1505.25,-560.27,-124.224,1402.16,-621.423,-185.392,1459.86
236,2.11768,-46.2712,1565.68,-276.719,-33.748,1505.61,-486.157,-114.706,1426.23,-555.724,-179.352,1471.33,-627.735,-234.231,1529.65,-604.208,-206.402,1415.98
237,0.510976,-49.214,1566.62,-278.765,-41.2831,1506.41,-475.384,-145.099,1420.39,-537.919,-214.939,1468.21,-616.695,-275.758,1509.66,-574.454,-257.484,1413.32
238,0.363365,-48.9784,1568.16,-279.62,-46.1598,1508.81,-456.825,-171.762,1409.69,-512.75,-246.415,1458.75,-585.206,-312.52,1503.88,-551.352,-288.383,1404.67
239,-0.00566244,-50.762,1568.22,-280.626,-56.5122,1511.74,-439.419,-193.625,1397.64,-483.729,-265.733,1460.5,-550.857,-349.741,1470.48,-495.006,-331.562,1419.03
240,-0.647277,-53.8848,1570.47,-281.196,-67.3746,1513.33,-416.533,-220.047,1388.67,-446.388,-298.611,1452.51,-495.871,-369.752,1517.16,-499.836,-342.502,1414.95
241,-0.707701,-55.6972,1572.44,-281.423,-67.5365,1514.5,-391.376,-233.84,1382.15,-416.018,-320.079,1437.95,-452.159,-399.858,1501.51,-431.199,-378.914,1387.83
242,0.447944,-54.1936,1570.8,-276.611,-70.297,1509.54,-370.178,-246.644,1381.67,-386.319,-330.708,1441.88,-419.731,-409.355,1506.62,-346.085,-390.63,1412.21
243,0.845492,-54.7349,1572.73,-275.536,-70.0702,1506.81,-337.161,-255.629,1372.25,-332.451,-317.8,1456.45,-338.701,-423.66,1473.04,-305.211,-387.614,1434.35
244,3.10948,-54.1324,1572.55,-270.777,-69.0802,1503.22,-301.437,-268.777,1381.25,-272.397,-334.077,1457.05,-298.294,-427.121,1502.45,-291.137,-406.439,1435.9
245,4.97571,-53.1932,1568.66,-266.181,-70.6357,1502.3,-263.627,-272.91,1386.05,-254.744,-351.852,1451.6,-247.535,-441.97,1505.99,-181.431,-374.706,1452.58
246,5.34114,-53.8836,1569.35,-265.822,-74.7094,1505.92,-237.226,-268.066,1379.19,-199.539,-355.183,1418.74,-204.422,-438.318,1483.25,-129.507,-366.866,1389.79
247,6.72087,-56.297,1568.79,-261.345,-74.5997,1499.51,-203.023,-264.949,1381.44,-186.714,-342.697,1445.7,-142.248,-430.695,1480.83,-111.899,-356.894,1448.12
248,6.25128,-56.1787,1569,-260.205,-76.6194,1494.31,-177.448,-263.663,1385.97,-129.245,-331.958,1444.72,-32.5876,-324.401,1405.28,-54.6501,-316.486,1443.71
249,7.1635,-55.802,1569.37,-258.461,-85.5366,1496.49,-157.07,-265.689,1393.2,-121.185,-336.604,1457.15,-19.0672,-358.233,1452.16,-46.8524,-324.349,1467.69
250,8.42583,-54.574,1570.53,-254.786,-88.2027,1492.78,-136.575,-259.397,1393.19,-92.597,-324.118,1458.34,11.0895,-322.723,1447.12,-20.7716,-302.172,1469.45
251,9.45219,-59.6733,1566.63,-255.56,-78.1361,1488.32,-105.308,-237.176,1414.14,-62.5106,-306.052,1475.98,28.4793,-348.545,1504.78,7.20935,-281.98,1494.49
252,9.33744,-58.7133,1564.55,-256.237,-75.9788,1487.7,-101.413,-234.047,1421.09,-32.7548,-284.394,1477.26,54.228,-262.35,1423.72,35.9573,-254.607,1463.97
253,9.79426,-57.5662,1566.3,-255.973,-79.8503,1485.87,-78.5173,-214.237,1419.22,-37.8122,-226.165,1512.62,15.175,-259.426,1428.19,36.6939,-241.653,1504.93
254,10.0998,-56.873,1561.35,-256.506,-75.7999,1483.58,-75.6052,-212.076,1432.42,-25.0627,-212.159,1521.59,38.1791,-266.92,1458.13,48.0404,-229.946,1508.12
255,11.395,-53.1329,1559.79,-253.975,-64.1843,1480.02,-73.0625,-200.257,1432.41,-10.7336,-216.283,1511.7,85.4918,-236.095,1475.77,60.7924,-202.538,1489.49
256,8.74914,-54.7889,1560.48,-257.853,-61.8455,1478.88,-66.5008,-185.705,1432.34,-2.85982,-214.346,1507.68,94.372,-217.201,1467.61,67.8,-190.466,1490.33
257,7.7517,-54.5389,1559.51,-259.069,-59.9201,1478.35,-66.2113,-182.325,1434.05,-2.65792,-208.377,1510.42,94.6201,-211.498,1470.44,67.9109,-184.487,1492.66
258,7.42611,-52.9573,1558.84,-259.456,-59.0155,1476.97,-62.6677,-177.082,1437.18,-0.464998,-209.17,1512.49,97.5221,-206.284,1473.98,70.1132,-182.48,1498.92
259,8.23164,-53.2094,1560.83,-258.726,-58.4064,1477.92,-60.3738,-174.65,1438.76,3.15996,-205.945,1513.48,99.4782,-200.742,1470.84,73.407,-178.643,1498.88
260,8.88428,-53.6298,1560.17,-258.317,-57.1593,1478.55,-60.3913,-174.675,1441.97,4.46751,-205.174,1515.78,99.1552,-200.237,1469.76,74.4779,-178.423,1499.39
261,8.88753,-51.9194,1558.58,-258.591,-54.449,1478.85,-58.8727,-169.678,1446.54,4.99426,-198.934,1521.56,100.263,-195.962,1476.84,75.2789,-173.093,1505.26
262,8.64068,-51.7621,1558.54,-259.538,-54.6002,1481.41,-59.6885,-169.189,1447.98,9.32832,-195.359,1519.47,103.692,-194.797,1472.83,78.0211,-169.216,1497.82
263,8.90757,-51.5705,1558.73,-259.687,-53.2837,1482.77,-59.4277,-167.484,1450.06,8.82639,-193.697,1522.3,100.324,-189.489,1470.37,77.7119,-167.272,1501.55
264,8.59538,-50.8607,1559.23,-260.295,-54.8015,1483.78,-59.1138,-167.629,1450.96,8.93106,-198.032,1521.83,101.271,-187.46,1472.22,77.389,-168.21,1504.35
265,9.91401,-50.7551,1560.11,-260.296,-55.6182,1486.26,-58.2069,-168.26,1453.29,7.09569,-198.776,1527.09,100.804,-186.812,1479.72,76.3462,-168.601,1512.55
266,9.9352,-50.8123,1560.53,-260.443,-55.6059,1487.25,-58.5116,-168.38,1453.71,7.30651,-198.579,1527.19,100.82,-186.785,1479.39,76.4275,-168.369,1512.1
267,9.95916,-50.8205,1560.54,-260.41,-55.6416,1487.23,-58.4656,-168.4,1453.72,7.34824,-198.593,1527.2,100.88,-186.811,1479.43,76.4689,-168.38,1512.12
268,9.95916,-50.8205,1560.54,-260.41,-55.6416,1487.23,-58.4656,-168.4,1453.72,7.34824,-198.593,1527.2,100.88,-186.811,1479.43,76.4689,-168.38,1512.12
269,9.95916,-50.8205,1560.54,-260.41,-55.6416,1487.23,-58.4656,-168.4,1453.72,7.34824,-198.593,1527.2,100.88,-186.811,1479.43,76.4689,-168.38,1512.12
270,9.96393,-50.8198,1560.57,-260.406,-55.6469,1487.26,-58.4621,-168.407,1453.75,7.35786,-198.588,1527.24,100.888,-186.809,1479.46,76.476,-168.373,1512.14
271,9.97654,-50.8231,1560.66,-260.399,-55.6921,1487.37,-58.4434,-168.439,1453.89,7.3559,-198.612,1527.4,100.906,-186.842,1479.66,76.4778,-168.397,1512.32
272,9.7678,-50.5506,1562.52,-260.66,-56.2087,1488.32,-58.181,-168.693,1455.33,10.3551,-198.622,1526.56,102.434,-183.254,1476.77,78.2923,-166.145,1510.41
273,10.6771,-50.9728,1564.24,-259.481,-53.9266,1488.7,-58.2875,-169.002,1456.46,8.0461,-197.955,1530.16,101.006,-184.075,1481.54,76.7303,-166.51,1515.09
274,10.5168,-50.6601,1564.22,-259.155,-53.7504,1488.53,-58.6038,-168.786,1454.77,9.32594,-198.247,1526.58,101.725,-183.384,1477.53,77.3078,-165.971,1510.7
275,10.6891,-51.2065,1563.68,-259.356,-53.4541,1488.79,-58.8391,-169.197,1456.48,10.0016,-198.186,1527.68,101.479,-183.223,1476.86,77.7972,-165.945,1510.79
276,10.7241,-50.91,1565.53,-258.841,-55.2709,1488.95,-56.7075,-168.441,1457.49,7.76259,-198.666,1532.19,101.13,-182.643,1485.26,76.5871,-166.613,1519.63
277,10.5833,-50.6564,1565.67,-259.216,-53.2758,1490.99,-59.6933,-169.419,1455.84,10.9262,-197.852,1525.34,102.868,-184.147,1475.24,78.0375,-165.276,1506.8
278,10.6152,-50.8527,1564.45,-259.46,-53.9643,1490.86,-59.0473,-168.935,1457.03,10.1902,-198.504,1527.44,102.248,-183.856,1477.83,77.7621,-166.03,1510.48
279,10.6365,-50.8691,1564.46,-259.349,-53.9414,1490.56,-58.9611,-168.849,1456.41,11.3652,-197.757,1526,102.626,-183.008,1474.98,78.5659,-165.124,1507.92
280,10.6335,-50.8645,1564.53,-259.362,-53.9231,1490.66,-58.9924,-168.855,1456.48,11.3829,-197.734,1526.04,102.613,-183.007,1474.95,78.5703,-165.106,1507.9
281,10.714,-50.7305,1566.17,-259.185,-54.0399,1490.97,-58.4903,-168.917,1457,10.0633,-198.835,1528.07,100.685,-182.508,1476.18,77.9552,-166.524,1511.76
282,10.0006,-50.9039,1566.21,-259.21,-52.9249,1492.01,-60.6133,-169.783,1457.86,20.0199,-194.528,1516.68,107.37,-184.964,1458.59,82.7842,-161.932,1487.05
283,8.73965,-49.251,1564.71,-261.062,-51.4288,1492.63,-63.5874,-169.698,1456.78,17.6278,-194.251,1514.89,105.908,-185.167,1458.13,80.0001,-161.233,1484.89
284,8.52522,-49.0732,1564.23,-261.277,-52.2454,1491.6,-62.8439,-169.687,1457.53,19.2666,-193.861,1514.63,106.906,-187.526,1456.41,81.4499,-162.337,1482.6
285,8.35979,-49.2017,1565.22,-261.343,-52.141,1492.12,-63.2714,-170.185,1457.92,18.691,-194.074,1515.36,106.498,-187.198,1457.45,80.8816,-162.22,1483.66
286,7.98404,-49.0129,1565.19,-262.045,-51.9378,1492.01,-63.4688,-169.398,1456.82,18.5759,-193.897,1514.11,106.936,-187.793,1456.72,80.953,-162.282,1482.31
287,8.28849,-49.1207,1565.01,-262.102,-51.2347,1493.11,-64.4934,-170.345,1457.98,18.6405,-193.806,1514.12,106.201,-187.234,1455.57,80.2273,-161.746,1481.24
288,8.09734,-49.0821,1564.22,-262.053,-49.0329,1492.64,-65.8362,-169.392,1455.78,13.7589,-194.123,1516.14,103.827,-187.13,1461.8,77.253,-162.237,1487.15
289,7.54189,-48.5776,1565.07,-262.598,-49.3834,1492.98,-65.9742,-169.294,1456.17,14.935,-194.164,1514.77,104.4,-187.943,1459.27,77.8669,-162.457,1484.31
290,7.54538,-48.8071,1564.05,-262.653,-48.7729,1492.01,-66.122,-169.264,1456.41,14.96,-194.068,1514.83,103.96,-187.774,1458.57,77.8302,-162.468,1484.1
291,7.79277,-48.5292,1564.22,-262.202,-48.7836,1492.82,-66.3323,-169.143,1455.16,14.5012,-194.045,1513.65,103.003,-187.439,1456.89,77.3893,-162.553,1483.09
292,7.01641,-48.6317,1564.23,-262.562,-48.3587,1493.14,-67.6931,-169.569,1455.5,14.1762,-193.591,1512.59,103.667,-188.18,1457.62,76.1714,-161.73,1480.94
293,7.49749,-48.7847,1563.93,-262.016,-47.9226,1492.14,-67.554,-169.438,1452.8,11.9397,-193.83,1513.08,101.031,-188.055,1457.42,75.4506,-163.055,1483.34
294,6.97593,-48.7974,1564.23,-262.073,-47.2464,1490.65,-67.636,-169.52,1453.5,11.6398,-194.409,1513.88,101.178,-187.575,1459.04,75.1765,-162.926,1484.94
295,6.67766,-46.692,1563.77,-261.853,-45.6087,1488.3,-68.1564,-169.13,1451.38,11.5724,-193.666,1511.3,101.16,-190.563,1456.21,75.1988,-164.12,1480.57
296,7.00912,-46.574,1563.43,-261.294,-45.6227,1488.44,-67.984,-169.17,1451.44,11.8717,-193.59,1511.02,100.491,-190.62,1454.62,75.3532,-164.46,1479.83
297,6.84655,-46.6907,1562.84,-261.422,-45.7979,1488.11,-68.0096,-168.73,1450.14,11.6546,-193.492,1509.77,99.8313,-189.695,1452.8,75.1931,-164.164,1478.96
298,6.78553,-46.7063,1562.67,-261.472,-45.7798,1487.88,-68.0392,-168.685,1449.89,11.6502,-193.435,1509.5,99.8237,-189.612,1452.53,75.1727,-164.082,1478.67
299,6.15731,-47.2833,1562.72,-260.982,-46.0099,1487.3,-67.7758,-168.301,1450.83,13.2716,-193.35,1507.85,100.412,-189.298,1449.93,75.6676,-163.574,1475.76
300,4.26538,-47.0175,1562.55,-263.417,-46.3622,1486.19,-68.7607,-167.973,1451.05,13.0627,-196.121,1505.99,99.302,-191.938,1446.24,75.5801,-166.527,1473.48
301,4.40359,-46.9745,1561.13,-263.466,-46.2561,1486,-69.0102,-168.052,1451.25,10.931,-195.317,1509.22,97.4911,-192.026,1449.98,74.5412,-166.949,1477.85
302,4.49723,-49.5131,1562.01,-263.37,-48.7959,1485.82,-67.1065,-168.249,1451.51,12.3329,-196.853,1509.71,98.79,-192.569,1450.2,76.3913,-168.324,1479.22
303,4.78171,-49.3115,1562.7,-262.902,-48.6984,1487.02,-67.3853,-168.467,1451.35,12.7801,-196.397,1508.67,98.0133,-194.731,1447.49,76.4619,-169.468,1476.21
304,3.73161,-49.2276,1561.98,-263.884,-48.3708,1485.44,-68.3658,-168.489,1450.03,11.5434,-196.417,1507.82,97.1427,-194.444,1447.05,75.4159,-169.302,1475.79
305,3.29173,-49.4544,1562.25,-264.172,-47.0867,1486.63,-70.5045,-169.287,1450.32,11.267,-196.095,1505.73,97.3447,-193.929,1445.91,73.6912,-167.646,1472.29
306,3.18283,-49.1427,1561.84,-264.455,-45.896,1486.67,-71.5038,-169.059,1449.52,9.98547,-196.226,1505.21,95.7094,-193.401,1444.87,72.618,-167.721,1472.17
307,3.88314,-49.3555,1562.28,-263.752,-44.2836,1486.94,-75.2424,-172.98,1445.61,2.08693,-212.338,1499.98,93.2817,-196.105,1450.76,66.5289,-176.573,1480.03
308,4.08404,-48.8886,1562.01,-263.596,-40.3876,1488.11,-81.8847,-177.562,1444.85,-14.8388,-229.511,1502.05,83.2606,-208.35,1471.86,52.3066,-193.389,1499.61
309,1.90392,-47.2661,1563.24,-267.613,-42.1914,1488.31,-93.6723,-188.486,1435.3,-43.3008,-242.683,1506.99,58.8954,-234.477,1532.02,16.7592,-201.354,1531.2
310,1.94366,-48.7259,1563.54,-268.221,-44.8238,1489.7,-95.1851,-192.226,1435.64,-46.1405,-248.012,1507.19,56.2516,-240.302,1532.09,14.4754,-207.86,1532.27
311,1.65406,-49.4347,1564.99,-268.447,-53.2045,1489.4,-128.649,-222.425,1408.35,-79.8266,-291.153,1468.03,4.16895,-340.836,1508.92,-15.9042,-258.437,1495.88
312,2.38553,-50.1044,1566.7,-268.827,-61.3548,1493.9,-149.907,-239.59,1398.78,-104.381,-283.216,1480.84,-42.6394,-353.293,1530.99,-33.1085,-304.929,1460.75
313,4.13172,-51.076,1566.47,-264.926,-66.5724,1490.29,-160.983,-256.859,1403.33,-138.788,-320.269,1481.57,-89.807,-392.917,1540.59,-63.3101,-316.234,1495.72
314,4.18755,-53.4149,1569.13,-263.372,-81.0841,1493.87,-194.286,-268.535,1373.97,-179.491,-335.414,1450.69,-139.674,-411.717,1511.47,-105.65,-333.038,1471.28
315,2.61928,-54.939,1571.75,-264.812,-84.2773,1493.82,-229.33,-286.439,1382.19,-213.79,-355.268,1457.41,-210.41,-433.7,1528.12,-171.111,-412.842,1429.51
316,2.67674,-53.5131,1569.09,-263.534,-86.8552,1493.87,-263.712,-290.928,1382.63,-250.201,-366.047,1451.19,-248.621,-448.807,1515.96,-197.896,-414.788,1423.96
317,1.21728,-53.315,1569.43,-265.088,-87.2337,1492.74,-298.148,-288.47,1380.27,-308.487,-365.912,1447.09,-312.737,-466.754,1477.16,-259.838,-421.798,1427.42
318,0.911623,-55.0425,1566.49,-266.467,-93.6255,1499.12,-328.133,-283.381,1380.25,-362.033,-343.991,1455.67,-324.181,-390.22,1369.3,-335.63,-414.744,1443.78
319,-1.94247,-56.133,1567.62,-271.046,-93.3364,1496.46,-362.069,-280.896,1389.63,-420.616,-340.46,1450.6,-374.903,-396.704,1373.35,-400.977,-414.14,1439.15
320,-0.638053,-56.5954,1565.67,-272.906,-88.2045,1499.55,-391.278,-258.694,1388.92,-435.726,-335.714,1442.51,-455.237,-353.251,1339.44,-450.452,-394.218,1393.99
321,-2.68279,-58.6668,1568.7,-279.27,-88.1237,1490.34,-430.847,-243.5,1385.51,-503.656,-277.2,1455.41,-452.289,-357.21,1402.1,-491.01,-354.17,1469.95
322,-0.543073,-58.5325,1569.6,-279.968,-81.9108,1496.85,-432.956,-222.917,1373.95,-526.436,-261.332,1408.07,-492.391,-332.839,1332.78,-531.279,-338.051,1387.64
323,-1.38548,-55.8504,1566.19,-279.997,-74.5245,1488.09,-470.892,-193.561,1399.28,-556.665,-204.209,1461.96,-522.274,-296.921,1415.22,-566.117,-281.375,1479.12
324,-1.09968,-55.9403,1565.96,-279.272,-68.8951,1484.55,-483.858,-171.202,1405.51,-557.625,-189.958,1480.48,-568.091,-238.444,1382.92,-599.763,-254.104,1459.13
325,-0.999525,-57.1408,1563.28,-279.166,-66.0359,1488.32,-495.973,-136.972,1412.38,-563.417,-184.397,1479.21,-577.478,-158.042,1374.67,-623.04,-215.169,1437.24
326,-1.48217,-58.2396,1562.59,-281.322,-64.3536,1488.03,-500.392,-118.323,1401.55,-557.864,-124.583,1491.18,-558.391,-129.132,1382.01,-631.336,-148.671,1472.54
327,-1.61926,-57.4904,1562.54,-278.178,-52.1623,1475.4,-512.483,-83.936,1424.29,-577.255,-49.0434,1501.69,-611.163,-136.949,1446.1,-629.675,-106.512,1518.73
328,0.244722,-57.2397,1560.02,-274.501,-43.2449,1478.08,-504.371,-40.7419,1411.1,-589.889,-31.9507,1472.59,-655.23,-104.824,1426.29,-632.437,-97.9699,1466.01
329,0.256002,-57.1593,1559.96,-274.446,-42.9738,1477.94,-504.287,-40.0754,1410.91,-589.713,-30.6219,1472.42,-657.823,-102.268,1428.26,-632.62,-96.4281,1466.09
330,-0.695258,-53.7472,1556.1,-271.006,-28.8196,1473.72,-504.29,-9.71603,1438.94,-561.517,18.8813,1521.52,-632.082,-45.2828,1473,-619.661,-32.2004,1530.31
331,-1.62888,-53.2246,1554.49,-272.742,-25.978,1474.23,-506.411,-4.575,1441.3,-566.454,22.9778,1522.39,-638.331,-39.0884,1472.77,-625.134,-28.0578,1528.33
332,-0.770852,-48.3208,1554.21,-269.045,-11.3512,1473.96,-501.112,11.3747,1440.23,-593.202,40.0329,1479.15,-636.277,-29.0821,1410.46,-645.343,-14.8114,1462.19
333,0.872418,-49.1682,1553.3,-268.409,-11.6314,1474.77,-501.063,12.305,1442.72,-594.085,36.9846,1482.69,-631.846,-26.6135,1405.71,-645.855,-16.138,1459.54
334,1.04178,-48.8634,1552.08,-268.733,-11.2325,1473.45,-501.768,12.4293,1440.84,-593.861,36.2711,1483.84,-665.11,-10.5723,1419.29,-646.604,-15.753,1459.93
335,1.05968,-48.8791,1551.95,-268.685,-11.2434,1473.2,-501.704,12.3844,1440.44,-593.888,36.0839,1483.32,-664.209,-11.2168,1418.09,-646.545,-15.9589,1459.26
336,1.06028,-48.8802,1551.94,-268.683,-11.2438,1473.19,-501.702,12.3832,1440.42,-593.89,36.0781,1483.3,-664.189,-11.2303,1418.05,-646.543,-15.9647,1459.23
337,1.06028,-48.8802,1551.94,-268.683,-11.2438,1473.19,-501.702,12.3832,1440.42,-593.89,36.0781,1483.3,-664.189,-11.2303,1418.05,-646.543,-15.9647,1459.23
338,2.58696,-48.6056,1548.96,-265.651,-11.8188,1468.77,-497.227,5.13663,1429.19,-585.147,11.5266,1484.33,-660.6,-31.5766,1422.73,-634.9,-41.6619,1457.74
339,2.6972,-48.8763,1548.75,-265.081,-11.4613,1468.65,-496.109,4.89762,1427.53,-583.327,7.72901,1483.81,-662.062,-31.9922,1424.32,-632.752,-44.6449,1455.36
340,2.59261,-48.6,1547.93,-264.707,-11.817,1468.4,-494.715,5.38949,1425.29,-579.467,-1.268,1484.46,-661.734,-31.5348,1424.67,-629.685,-48.9435,1450.25
341,2.59307,-48.6,1547.93,-264.706,-11.8171,1468.39,-494.714,5.38908,1425.29,-579.467,-1.26921,1484.46,-661.733,-31.536,1424.67,-629.684,-48.9446,1450.24
342,2.59316,-48.6002,1547.93,-264.706,-11.8174,1468.39,-494.714,5.3886,1425.29,-579.467,-1.27001,1484.46,-661.732,-31.5368,1424.67,-629.684,-48.9454,1450.24
343,2.91437,-48.6955,1546.95,-264.077,-11.9792,1466.35,-493.83,4.96948,1421.8,-579.161,-2.49697,1480.04,-660.321,-32.6933,1418.72,-628.833,-50.0898,1444.92
344,2.92225,-48.6986,1546.94,-264.074,-11.9876,1466.35,-493.831,4.95359,1421.82,-579.148,-2.50655,1480.08,-660.346,-32.7099,1418.81,-628.827,-50.1072,1444.98
345,2.92571,-48.7001,1546.93,-264.071,-11.9902,1466.34,-493.829,4.94849,1421.81,-579.144,-2.5134,1480.07,-660.346,-32.7179,1418.81,-628.822,-50.1153,1444.97
346,2.92714,-48.7008,1546.93,-264.07,-11.9911,1466.34,-493.827,4.94701,1421.81,-579.142,-2.51523,1480.07,-660.347,-32.7196,1418.81,-628.821,-50.1174,1444.97
347,2.94383,-48.7048,1546.88,-264.047,-11.9947,1466.27,-493.8,4.9388,1421.71,-579.123,-2.53765,1479.96,-660.321,-32.7377,1418.69,-628.793,-50.1382,1444.85
348,2.94955,-48.706,1546.85,-264.034,-11.9925,1466.22,-493.781,4.94196,1421.63,-579.115,-2.54477,1479.86,-660.297,-32.739,1418.57,-628.778,-50.1414,1444.73
349,3.38766,-48.8529,1545.61,-263.216,-11.9613,1463.68,-492.647,5.0736,1417.36,-578.566,-2.88138,1474.69,-658.902,-32.7762,1412.12,-627.839,-50.2834,1438.73
350,1.96137,-48.6845,1545.61,-264.557,-11.6341,1460.45,-494.797,5.24759,1414.29,-577.495,-4.39018,1476.49,-658.413,-34.0712,1414,-628.744,-51.4104,1442.32
351,1.9667,-48.6883,1545.58,-264.547,-11.6408,1460.41,-494.783,5.23056,1414.24,-577.494,-4.43727,1476.41,-658.376,-34.1205,1413.87,-628.727,-51.4583,1442.21
352,1.9667,-48.6883,1545.58,-264.547,-11.6408,1460.41,-494.783,5.23056,1414.24,-577.494,-4.43727,1476.41,-658.376,-34.1205,1413.87,-628.727,-51.4583,1442.21
353,2.10033,-48.5561,1544.86,-264.435,-11.6351,1461.8,-493.946,4.63604,1414.46,-576.307,-6.4883,1476.47,-660.439,-33.7482,1417.63,-627.616,-52.4014,1441.28
354,2.1424,-48.5462,1544.99,-264.43,-11.7091,1462.06,-493.962,4.43065,1414.85,-576.391,-7.10392,1476.68,-660.138,-34.4516,1417.35,-627.513,-53.0473,1441.27
355,2.1424,-48.5462,1544.99,-264.43,-11.7091,1462.06,-493.962,4.43065,1414.85,-576.391,-7.10392,1476.68,-660.138,-34.4516,1417.35,-627.513,-53.0473,1441.27
356,2.1424,-48.5462,1544.99,-264.43,-11.7091,1462.06,-493.962,4.43065,1414.85,-576.391,-7.10392,1476.68,-660.138,-34.4516,1417.35,-627.513,-53.0473,1441.27
357,2.14267,-48.5463,1544.99,-264.431,-11.7101,1462.06,-493.965,4.4288,1414.86,-576.391,-7.10517,1476.7,-660.137,-34.4548,1417.36,-627.514,-53.0494,1441.29
358,2.60843,-48.5559,1544.32,-263.853,-11.4704,1463.47,-493.401,4.39633,1419.13,-576.4,-6.7898,1479.84,-656.304,-34.4073,1415.96,-627.11,-52.5125,1443.96
359,2.75405,-48.1932,1544.73,-263.56,-12.0852,1463.46,-493.252,4.36432,1420.76,-576.114,-9.85793,1480.92,-656.787,-33.5203,1416.51,-627.053,-53.3055,1442.7
360,2.2257,-48.3943,1543.48,-264.072,-11.7373,1464.9,-492.966,1.2636,1420.04,-575.629,-9.0458,1480.83,-661.324,-33.2426,1423.99,-627.227,-53.1837,1444.74
361,2.18703,-48.3742,1544.64,-264.108,-11.9034,1465.82,-492.979,1.80702,1420.87,-575.3,-6.50255,1482.45,-652.589,-34.3006,1415.99,-627.143,-51.7324,1448.08
362,2.00784,-48.428,1545.16,-264.12,-11.8565,1465.53,-492.921,1.40565,1419.74,-574.884,-5.8555,1481.97,-656.404,-34.242,1420.99,-626.869,-51.8315,1448.77
363,2.14866,-48.0625,1543.74,-263.945,-12.4146,1465.27,-492.325,1.6599,1419.65,-573.562,-6.76917,1482.4,-658.605,-33.8887,1426.15,-625.561,-52.4372,1449.1
364,2.73378,-48.0704,1543.33,-262.944,-12.1236,1465.86,-491.313,-1.07069,1422.11,-572.471,-5.27085,1485,-653.034,-34.4407,1423.85,-625.247,-51.177,1453.71
365,2.59133,-48.0716,1544.42,-262.721,-12.1586,1465.62,-491.03,-0.551839,1421.6,-572.396,-5.2701,1484.19,-656.438,-34.4532,1427.91,-624.571,-51.8871,1452.94
366,2.48295,-47.6221,1544.37,-263.308,-12.122,1466.47,-491.558,-0.534853,1421.5,-572.649,-5.13333,1484.55,-657.215,-34.0908,1428.83,-625.107,-51.6528,1453.52
367,2.20092,-46.083,1544.95,-264.839,-11.7982,1467.41,-493.848,-0.19618,1422.25,-576.336,0.163126,1484.21,-661.744,-33.5298,1431.87,-628.123,-49.4399,1456.35
368,2.34275,-46.601,1545.22,-264.24,-8.97179,1467.49,-493.236,-0.0521382,1421.45,-576.281,-2.38926,1482.64,-657.574,-33.5598,1422.7,-628.303,-49.8038,1451.56
369,2.13681,-46.0073,1545.55,-264.02,-8.7311,1466.02,-493.335,0.0643954,1421.34,-575.402,-2.81584,1483.85,-662.133,-32.8073,1431.36,-627.628,-50.539,1453.56
370,2.21638,-46.1689,1545.38,-264.425,-8.64691,1466.82,-493.977,-0.529813,1422.27,-576.225,-2.95875,1484.7,-655.965,-33.0762,1422.02,-629.289,-49.2969,1453.58
371,2.84494,-44.9443,1545.56,-264.218,-4.07818,1467.8,-493.392,-1.02086,1418.13,-574.066,-7.6013,1482.67,-658.237,-33.9732,1423.8,-627.87,-52.4919,1450.29
372,2.82103,-44.9132,1545.12,-264.695,-4.10214,1468.68,-493.075,-4.95125,1415.19,-576.116,-19.8552,1475.22,-660.857,-41.5513,1415.22,-627.385,-62.3728,1436.16
373,2.13806,-44.9272,1544.81,-266.501,-5.18259,1469.03,-494.829,-13.9209,1413.35,-577.304,-29.1583,1474.53,-649.552,-67.6265,1406.63,-623.726,-81.154,1440.86
374,2.69581,-44.4934,1545.39,-266.965,-5.39029,1472.45,-492.971,-21.8523,1409.11,-562.777,-73.0106,1466.54,-667.863,-78.5415,1450.8,-623.3,-90.912,1421.65
375,1.85215,-44.0418,1546.22,-268.679,-5.91842,1473.75,-495.744,-24.1847,1412.95,-564.392,-92.2308,1451.55,-662.174,-129.956,1471.12,-623.629,-98.5021,1401.8
376,0.467822,-45.0626,1548.81,-271.823,-9.51792,1473.62,-494.018,-47.4514,1398.83,-551.11,-113.228,1457.18,-648.796,-152.195,1435.44,-599.562,-152.602,1410.13
377,0.642627,-44.9684,1548.29,-273.065,-11.1447,1477.99,-490.546,-67.5628,1401.3,-545.951,-148.662,1437.86,-643.859,-192.688,1438.91,-602.544,-165.277,1386.59
378,-1.63324,-45.8318,1548.87,-276.617,-19.1217,1479.11,-482.081,-98.8888,1390.13,-535.56,-177.881,1433.82,-626.251,-235.16,1440.7,-583.451,-208.351,1379.98
